order_id,customer_id,order_date,status,payment_method,delivery_type
O011074,C00391,2025-03-23,completed,Cash,Courier
O011075,C00548,2023-09-30,completed,Installment,Post
O011076,C00625,2025-08-16,completed,Cash,Pickup Point
O011077,C00162,2025-03-20,completed,Card,Courier
O011078,C01436,2025-12-16,cancelled,Card,Pickup Point
O011079,C03287,2025-12-02,completed,Online Wallet,Pickup Point
O011080,C01034,2025-12-07,completed,Cash,Post
O011081,C01433,2025-02-13,completed,Online Wallet,Pickup Point
O011082,C03226,2023-11-11,completed,Card,Pickup Point
O011083,C01035,2025-01-10,completed,Installment,Pickup Point
O011084,C04327,2025-09-10,completed,Card,Post
O011085,C04665,2023-10-10,completed,Card,Courier
O011086,C03125,2025-10-24,completed,Cash,Courier
O011087,C04267,2025-10-18,returned,Installment,Pickup Point
O011088,C03737,2025-10-07,cancelled,Cash,Courier
O011089,C02826,2024-04-02,completed,Cash,Post
O011090,C02125,2025-07-19,completed,Online Wallet,Pickup Point
O011091,C03095,2024-08-30,completed,Installment,Courier
O011092,C03810,2023-06-16,completed,Installment,Courier
O011093,C01674,2024-12-16,completed,Card,Post
O011094,C01036,2024-08-23,returned,Online Wallet,Pickup Point
O011095,C00829,2026-02-23,completed,Card,Post
O011096,C02740,2025-08-17,completed,Online Wallet,Post
O011097,C03671,2025-01-30,completed,Card,Pickup Point
O011098,C00361,2024-06-26,completed,Online Wallet,Post
O011099,C04881,2025-12-27,completed,Online Wallet,Pickup Point
O011100,C00996,2026-03-25,completed,Online Wallet,Courier
O011101,C02309,2025-05-06,completed,Cash,Courier
O011102,C02076,2025-08-14,completed,Online Wallet,Courier
O011103,C03430,2026-01-19,completed,Card,Courier
O011104,C04259,2026-01-01,completed,Cash,Post
O011105,C02749,2025-06-26,completed,Online Wallet,Courier
O011106,C04510,2025-05-22,completed,Installment,Pickup Point
O011107,C00569,2025-04-17,completed,Cash,Courier
O011108,C01768,2026-02-21,completed,Online Wallet,Pickup Point
O011109,C00942,2025-08-27,cancelled,Cash,Post
O011110,C03250,2025-08-28,completed,Online Wallet,Post
O011111,C01184,2025-03-05,completed,Online Wallet,Post
O011112,C03719,2024-01-11,completed,Cash,Courier
O011113,C00936,2025-07-07,completed,Card,Courier
O011114,C03649,2025-12-03,completed,Installment,Courier
O011115,C02391,2026-03-08,completed,Cash,Pickup Point
O011116,C02381,2025-11-29,completed,Card,Post
O011117,C03613,2025-05-17,completed,Online Wallet,Courier
O011118,C03198,2025-01-22,completed,Card,Pickup Point
O011119,C03193,2024-09-26,completed,Installment,Courier
O011120,C01194,2023-11-06,completed,Card,Courier
O011121,C04848,2026-01-02,completed,Installment,Pickup Point
O011122,C01878,2026-03-07,completed,Card,Post
O011123,C04358,2024-06-21,completed,Cash,Post
O011124,C02811,2023-12-29,completed,Cash,Courier
O011125,C03533,2024-12-22,completed,Installment,Pickup Point
O011126,C02354,2023-08-30,completed,Online Wallet,Post
O011127,C03358,2026-01-24,completed,Cash,Pickup Point
O011128,C04839,2024-05-19,cancelled,Online Wallet,Pickup Point
O011129,C01316,2025-03-12,completed,Online Wallet,Courier
O011130,C00626,2025-10-05,completed,Installment,Pickup Point
O011131,C02308,2025-09-22,completed,Card,Pickup Point
O011132,C00703,2026-03-05,completed,Cash,Post
O011133,C03279,2025-01-17,completed,Card,Post
O011134,C00261,2026-03-31,completed,Cash,Pickup Point
O011135,C00675,2026-02-17,returned,Installment,Courier
O011136,C00419,2025-11-26,completed,Installment,Post
O011137,C03438,2025-10-30,completed,Cash,Post
O011138,C00707,2024-03-26,completed,Installment,Courier
O011139,C02950,2025-10-23,completed,Online Wallet,Courier
O011140,C03669,2026-02-14,completed,Card,Courier
O011141,C04192,2025-12-01,completed,Cash,Post
O011142,C04749,2026-02-09,completed,Cash,Post
O011143,C01130,2025-12-19,completed,Cash,Courier
O011144,C01101,2025-06-03,completed,Installment,Post
O011145,C00348,2026-03-11,completed,Cash,Pickup Point
O011146,C00631,2024-12-10,completed,Installment,Pickup Point
O011147,C03752,2026-03-16,cancelled,Installment,Courier
O011148,C00130,2025-03-11,completed,Online Wallet,Pickup Point
O011149,C04099,2024-05-29,completed,Cash,Post
O011150,C00900,2025-06-04,completed,Online Wallet,Pickup Point
O011151,C04371,2026-02-06,completed,Online Wallet,Post
O011152,C02850,2025-08-05,completed,Installment,Pickup Point
O011153,C00915,2025-11-01,completed,Installment,Courier
O011154,C01912,2026-02-20,completed,Installment,Post
O011155,C01646,2025-12-03,completed,Cash,Post
O011156,C01205,2025-08-05,completed,Online Wallet,Pickup Point
O011157,C00399,2024-02-14,cancelled,Cash,Pickup Point
O011158,C03180,2025-02-21,cancelled,Cash,Courier
O011159,C01656,2024-10-16,returned,Installment,Pickup Point
O011160,C00931,2024-11-04,cancelled,Installment,Pickup Point
O011161,C01890,2025-04-11,completed,Installment,Courier
O011162,C02151,2025-12-28,completed,Online Wallet,Courier
O011163,C02831,2025-09-10,completed,Installment,Courier
O011164,C00878,2026-01-03,completed,Installment,Pickup Point
O011165,C04454,2026-03-28,completed,Installment,Post
O011166,C00620,2025-04-23,completed,Card,Pickup Point
O011167,C02444,2026-01-31,cancelled,Card,Pickup Point
O011168,C04518,2024-11-24,completed,Card,Post
O011169,C03330,2024-11-14,completed,Cash,Pickup Point
O011170,C03225,2025-10-20,completed,Cash,Courier
O011171,C03548,2025-10-09,cancelled,Online Wallet,Pickup Point
O011172,C02487,2025-06-25,completed,Installment,Courier
O011173,C00234,2025-03-22,completed,Installment,Post
O011174,C01242,2025-01-11,completed,Cash,Pickup Point
O011175,C00697,2023-09-12,completed,Cash,Courier
O011176,C04482,2025-03-09,completed,Cash,Courier
O011177,C01857,2025-09-24,completed,Online Wallet,Courier
O011178,C00779,2025-11-21,completed,Installment,Courier
O011179,C02400,2026-02-05,completed,Installment,Pickup Point
O011180,C02037,2026-01-10,completed,Cash,Post
O011181,C02084,2026-02-08,completed,Installment,Post
O011182,C00612,2025-04-02,completed,Card,Courier
O011183,C02593,2025-10-03,completed,Installment,Pickup Point
O011184,C01751,2025-12-31,completed,Cash,Pickup Point
O011185,C04449,2026-02-08,completed,Card,Courier
O011186,C03567,2025-08-16,completed,Card,Pickup Point
O011187,C00280,2024-10-10,completed,Cash,Pickup Point
O011188,C04226,2026-01-07,cancelled,Card,Courier
O011189,C00091,2025-11-05,completed,Installment,Courier
O011190,C04293,2025-03-21,completed,Cash,Pickup Point
O011191,C02350,2025-09-25,cancelled,Online Wallet,Courier
O011192,C02774,2025-12-01,completed,Installment,Pickup Point
O011193,C01584,2026-02-10,completed,Installment,Pickup Point
O011194,C02932,2024-04-22,completed,Cash,Pickup Point
O011195,C03431,2025-11-12,cancelled,Card,Pickup Point
O011196,C00092,2025-12-24,completed,Installment,Post
O011197,C04485,2025-03-10,completed,Cash,Courier
O011198,C04848,2025-07-18,cancelled,Online Wallet,Courier
O011199,C02267,2024-11-19,completed,Online Wallet,Pickup Point
O011200,C03658,2024-10-30,completed,Installment,Courier
O011201,C03792,2024-09-25,completed,Installment,Post
O011202,C00697,2023-04-21,cancelled,Online Wallet,Post
O011203,C04688,2024-03-10,completed,Online Wallet,Post
O011204,C03867,2024-10-20,completed,Online Wallet,Courier
O011205,C00351,2025-05-08,cancelled,Online Wallet,Post
O011206,C02480,2026-03-23,completed,Cash,Post
O011207,C03853,2025-02-05,completed,Online Wallet,Courier
O011208,C00699,2024-01-16,completed,Installment,Courier
O011209,C01597,2026-03-24,completed,Card,Post
O011210,C03819,2025-03-29,returned,Online Wallet,Post
O011211,C04545,2024-05-29,completed,Card,Post
O011212,C00926,2025-09-20,completed,Online Wallet,Courier
O011213,C01681,2024-09-04,completed,Installment,Post
O011214,C01670,2024-10-15,completed,Online Wallet,Post
O011215,C04255,2025-05-18,completed,Installment,Pickup Point
O011216,C04859,2025-12-23,returned,Online Wallet,Pickup Point
O011217,C02170,2025-02-08,completed,Cash,Courier
O011218,C02967,2025-11-14,completed,Cash,Post
O011219,C04755,2025-04-18,completed,Cash,Courier
O011220,C04244,2026-02-13,completed,Installment,Courier
O011221,C02684,2024-11-25,completed,Installment,Pickup Point
O011222,C03785,2023-12-24,completed,Installment,Pickup Point
O011223,C00373,2025-11-05,completed,Online Wallet,Courier
O011224,C02768,2025-05-18,completed,Online Wallet,Post
O011225,C01088,2026-02-13,completed,Card,Pickup Point
O011226,C00342,2026-03-01,completed,Card,Post
O011227,C04359,2025-12-26,completed,Card,Courier
O011228,C01506,2026-02-08,completed,Cash,Pickup Point
O011229,C01283,2024-03-24,completed,Installment,Courier
O011230,C03515,2025-10-03,completed,Installment,Pickup Point
O011231,C02828,2026-01-10,completed,Online Wallet,Pickup Point
O011232,C01424,2024-08-21,completed,Online Wallet,Pickup Point
O011233,C02647,2025-12-22,cancelled,Card,Courier
O011234,C03774,2025-01-18,completed,Online Wallet,Pickup Point
O011235,C03406,2023-04-12,completed,Installment,Courier
O011236,C04436,2024-06-22,completed,Cash,Courier
O011237,C01941,2025-06-08,completed,Card,Pickup Point
O011238,C01807,2025-07-19,completed,Card,Pickup Point
O011239,C00385,2025-12-23,returned,Online Wallet,Post
O011240,C00125,2025-11-25,completed,Installment,Courier
O011241,C03281,2023-10-12,cancelled,Online Wallet,Pickup Point
O011242,C04343,2024-07-17,completed,Cash,Courier
O011243,C01304,2026-01-30,completed,Installment,Courier
O011244,C04851,2023-05-20,completed,Card,Pickup Point
O011245,C00004,2023-03-16,completed,Cash,Courier
O011246,C00045,2026-02-11,completed,Installment,Pickup Point
O011247,C00367,2026-01-18,completed,Online Wallet,Courier
O011248,C03857,2025-05-14,completed,Cash,Post
O011249,C04225,2025-12-14,completed,Card,Post
O011250,C03745,2026-02-25,cancelled,Installment,Courier
O011251,C01596,2025-03-22,cancelled,Online Wallet,Courier
O011252,C00943,2025-10-25,completed,Cash,Courier
O011253,C04045,2024-06-04,completed,Cash,Pickup Point
O011254,C04764,2024-01-17,completed,Online Wallet,Pickup Point
O011255,C04525,2025-06-17,completed,Installment,Courier
O011256,C00971,2025-03-31,completed,Cash,Courier
O011257,C01825,2024-09-21,completed,Online Wallet,Pickup Point
O011258,C03859,2025-02-16,completed,Installment,Pickup Point
O011259,C02811,2025-04-07,completed,Cash,Post
O011260,C01842,2026-03-26,completed,Card,Post
O011261,C00221,2026-02-16,completed,Cash,Pickup Point
O011262,C00759,2025-09-16,returned,Card,Courier
O011263,C04308,2026-01-03,completed,Card,Post
O011264,C04412,2025-02-20,completed,Card,Pickup Point
O011265,C03175,2026-03-31,completed,Online Wallet,Post
O011266,C04500,2026-02-21,completed,Installment,Courier
O011267,C01527,2024-01-07,completed,Online Wallet,Post
O011268,C02351,2025-11-01,completed,Online Wallet,Courier
O011269,C01117,2025-09-23,completed,Online Wallet,Post
O011270,C03735,2025-10-18,cancelled,Online Wallet,Post
O011271,C03814,2025-12-28,cancelled,Installment,Post
O011272,C01530,2025-07-18,completed,Cash,Post
O011273,C03572,2025-10-05,returned,Card,Courier
O011274,C01198,2025-12-05,completed,Cash,Pickup Point
O011275,C03681,2026-03-22,completed,Card,Courier
O011276,C01063,2024-10-20,cancelled,Card,Post
O011277,C02861,2025-08-31,completed,Cash,Pickup Point
O011278,C00323,2025-01-08,completed,Cash,Post
O011279,C03233,2025-09-23,completed,Installment,Post
O011280,C02811,2025-04-15,completed,Cash,Courier
O011281,C04528,2024-08-20,completed,Installment,Post
O011282,C04339,2025-12-31,completed,Installment,Pickup Point
O011283,C03170,2024-08-24,completed,Installment,Courier
O011284,C00046,2026-01-19,completed,Card,Post
O011285,C02824,2025-08-12,returned,Cash,Post
O011286,C00641,2025-04-07,completed,Card,Courier
O011287,C02466,2026-03-07,completed,Installment,Post
O011288,C00950,2025-08-06,completed,Cash,Post
O011289,C03751,2026-01-15,completed,Cash,Post
O011290,C01882,2026-03-18,completed,Card,Courier
O011291,C01642,2024-05-06,completed,Cash,Pickup Point
O011292,C01740,2025-01-05,completed,Installment,Post
O011293,C00595,2024-07-02,returned,Online Wallet,Post
O011294,C01859,2024-03-21,completed,Card,Pickup Point
O011295,C02467,2024-10-02,completed,Card,Pickup Point
O011296,C04371,2023-10-02,completed,Cash,Post
O011297,C00442,2026-01-19,completed,Card,Courier
O011298,C04062,2025-12-19,completed,Installment,Post
O011299,C01693,2025-01-29,completed,Card,Courier
O011300,C01538,2026-03-31,completed,Installment,Courier
O011301,C01761,2026-03-03,cancelled,Installment,Pickup Point
O011302,C03741,2025-08-24,completed,Card,Post
O011303,C02715,2024-01-12,completed,Card,Post
O011304,C04967,2026-01-03,completed,Online Wallet,Post
O011305,C00849,2026-02-04,completed,Card,Courier
O011306,C02934,2025-01-08,completed,Cash,Post
O011307,C02995,2024-09-14,completed,Cash,Courier
O011308,C00321,2025-09-14,completed,Card,Courier
O011309,C02033,2026-03-07,completed,Online Wallet,Courier
O011310,C00750,2026-02-10,completed,Online Wallet,Courier
O011311,C02161,2025-09-26,completed,Cash,Pickup Point
O011312,C03073,2025-12-18,completed,Card,Pickup Point
O011313,C00978,2026-03-27,completed,Installment,Pickup Point
O011314,C01110,2024-10-14,completed,Card,Post
O011315,C03008,2025-05-22,completed,Installment,Pickup Point
O011316,C00874,2025-03-20,completed,Card,Courier
O011317,C04114,2025-04-25,completed,Online Wallet,Post
O011318,C03013,2026-02-09,completed,Card,Courier
O011319,C00988,2025-11-25,completed,Installment,Pickup Point
O011320,C00066,2025-06-29,completed,Installment,Pickup Point
O011321,C03346,2024-03-14,completed,Online Wallet,Courier
O011322,C04692,2025-03-28,cancelled,Online Wallet,Courier
O011323,C02628,2024-07-02,completed,Online Wallet,Courier
O011324,C03664,2024-11-30,returned,Installment,Post
O011325,C00896,2026-01-09,completed,Installment,Courier
O011326,C02673,2025-05-04,completed,Card,Post
O011327,C01242,2025-12-19,completed,Online Wallet,Courier
O011328,C02373,2025-04-19,completed,Installment,Courier
O011329,C03989,2024-06-08,completed,Cash,Pickup Point
O011330,C00035,2026-03-27,cancelled,Card,Pickup Point
O011331,C02677,2026-03-04,completed,Card,Post
O011332,C01585,2025-07-13,completed,Installment,Pickup Point
O011333,C01773,2026-03-28,completed,Online Wallet,Courier
O011334,C04960,2026-01-21,completed,Installment,Pickup Point
O011335,C01673,2025-12-22,completed,Cash,Post
O011336,C00313,2026-01-02,completed,Cash,Courier
O011337,C02735,2026-01-23,completed,Online Wallet,Courier
O011338,C03414,2026-01-16,completed,Cash,Pickup Point
O011339,C04806,2026-01-30,completed,Installment,Courier
O011340,C02794,2024-09-03,completed,Cash,Courier
O011341,C00754,2025-02-09,completed,Online Wallet,Post
O011342,C04613,2024-05-30,completed,Online Wallet,Pickup Point
O011343,C02674,2025-05-27,completed,Installment,Courier
O011344,C00651,2025-02-10,completed,Cash,Post
O011345,C03344,2025-06-24,completed,Online Wallet,Pickup Point
O011346,C01520,2025-10-14,completed,Online Wallet,Post
O011347,C02073,2025-07-12,completed,Installment,Post
O011348,C02731,2024-03-01,cancelled,Card,Courier
O011349,C03494,2025-07-11,completed,Card,Courier
O011350,C00853,2025-11-16,returned,Online Wallet,Post
O011351,C04544,2025-04-13,cancelled,Online Wallet,Pickup Point
O011352,C00488,2024-11-25,completed,Cash,Courier
O011353,C01292,2026-03-11,completed,Installment,Post
O011354,C02607,2025-04-17,cancelled,Online Wallet,Pickup Point
O011355,C04014,2025-12-13,completed,Installment,Courier
O011356,C02122,2025-04-15,completed,Cash,Courier
O011357,C02579,2025-05-24,completed,Card,Courier
O011358,C01928,2023-12-10,completed,Installment,Post
O011359,C04402,2024-07-20,completed,Card,Courier
O011360,C01221,2025-09-05,completed,Online Wallet,Pickup Point
O011361,C02104,2024-11-16,completed,Online Wallet,Pickup Point
O011362,C03101,2025-04-03,completed,Cash,Post
O011363,C01790,2025-12-12,completed,Online Wallet,Courier
O011364,C01178,2024-03-26,completed,Card,Pickup Point
O011365,C02029,2025-02-12,returned,Installment,Pickup Point
O011366,C00746,2025-10-14,cancelled,Installment,Post
O011367,C03515,2026-03-06,completed,Card,Pickup Point
O011368,C01243,2026-01-16,cancelled,Online Wallet,Courier
O011369,C04137,2026-02-02,completed,Online Wallet,Courier
O011370,C01472,2026-02-28,completed,Cash,Post
O011371,C00225,2024-06-02,cancelled,Cash,Pickup Point
O011372,C01537,2024-06-27,completed,Card,Pickup Point
O011373,C04703,2026-02-10,completed,Cash,Courier
O011374,C04965,2024-05-20,completed,Online Wallet,Courier
O011375,C01170,2025-04-03,completed,Installment,Courier
O011376,C00637,2024-08-02,returned,Card,Pickup Point
O011377,C02509,2025-08-31,completed,Cash,Post
O011378,C00268,2024-04-21,completed,Installment,Pickup Point
O011379,C02669,2024-06-30,completed,Cash,Post
O011380,C01912,2026-03-26,completed,Online Wallet,Pickup Point
O011381,C03195,2025-10-07,cancelled,Installment,Courier
O011382,C04833,2025-10-05,completed,Cash,Courier
O011383,C03834,2025-04-23,completed,Card,Courier
O011384,C00417,2026-03-03,completed,Card,Post
O011385,C02067,2026-03-08,completed,Cash,Courier
O011386,C01596,2025-01-17,completed,Card,Post
O011387,C04564,2026-01-21,completed,Card,Post
O011388,C04659,2025-11-29,completed,Cash,Post
O011389,C00809,2025-04-21,completed,Card,Courier
O011390,C01598,2025-08-14,completed,Card,Pickup Point
O011391,C04631,2023-12-16,completed,Card,Pickup Point
O011392,C02972,2026-03-26,completed,Installment,Courier
O011393,C00138,2026-01-23,cancelled,Cash,Pickup Point
O011394,C03260,2025-08-14,cancelled,Card,Post
O011395,C04859,2025-07-24,completed,Installment,Post
O011396,C03885,2023-09-26,cancelled,Online Wallet,Pickup Point
O011397,C03142,2025-12-16,completed,Card,Post
O011398,C03332,2026-03-18,completed,Cash,Courier
O011399,C01255,2024-11-17,returned,Installment,Pickup Point
O011400,C01496,2025-02-12,completed,Cash,Pickup Point
O011401,C04714,2026-02-28,completed,Cash,Pickup Point
O011402,C03633,2026-03-24,completed,Installment,Post
O011403,C04268,2025-04-14,completed,Installment,Courier
O011404,C03286,2025-02-09,completed,Card,Post
